1,-0.021130928,0.121163557
1,-0.027135052,0.033928505
1,0.003698969,0.080648093
1,-0.011923711,0.062008918
1,-0.02371134,0.010146031
1,0.0023,0.062338814
1,-0.007045361,-0.015369433
1,0.004312371,0.063514072
1,-0.017253608,0.007830567
1,-0.032012371,-0.020850876
1,-0.025248454,-0.026669433
1,0.061898969,0.099648093
1,-0.025008247,-0.027670464
1,0.002562887,0.014295515
1,-0.025970103,-0.052813969
1,-0.028663918,-0.023981804
1,-0.018498969,-0.005508608
1,-0.031234021,-0.054416134
1,-0.017837113,-0.022549845
1,-0.011226804,-0.004637474
1,-0.020316495,-0.027840567
1,0.124847423,0.164204794
1,-0.02752268,-0.016248814
1,-0.018904124,-0.006717887
1,-0.026751546,-0.028418918
1,0.111187629,0.173184175
1,0.048125773,0.078988299
1,0.028837113,0.012449124
1,0.051713402,0.091266649
1,0.144775258,0.188740876
1,-0.029973196,-0.072774588
1,-0.016189691,0.001623351
1,0.011220619,0.064895515
1,-0.023381443,-0.041130258
1,0.000528866,0.007252216
1,-0.002334021,-0.013163247
1,-0.000658763,-0.017760155
1,-0.026324742,-0.025219948
1,0.048208247,0.044101701
1,-0.01862268,-0.003523041
1,-0.028380412,-0.054459433
1,-0.013168041,-0.019872526
1,0.036579381,-0.00467768
1,-0.024598969,-0.035036443
1,-0.003454639,0.009202732
1,-0.010996907,-0.04941067
1,-0.031851546,-0.007272526
1,-0.024313402,-0.041186959
1,0.036496907,0.022321289
1,-0.026991753,-0.049703454
1,-0.006387629,0.009394485
1,-0.029403093,-0.04123232
1,-0.007586598,-0.015985928
1,-0.005739175,-0.008670464
1,-0.018835052,-0.045524072
1,-0.018565979,-0.074847784
1,-0.019439175,-0.034675619
1,-0.025980412,-0.012731289
1,0.011859794,-0.019347784
1,0.013338144,-0.004381804
1,0.006861856,-0.006904485
1,-0.030726804,-0.067854897
1,0.135249485,0.124637784
1,0.069569072,0.064070773
1,0.111331959,0.115617165
1,-0.009707216,-0.009834381
1,0.001394845,-0.000978711
1,0.021404124,0.019961495
1,-0.027426804,-0.049709639
1,0.125579381,0.156215103
1,0.020373196,0.00866768
1,-0.008508247,-0.018693144
1,-0.022202062,-0.047017887
1,-0.009627835,-0.025752938
1,-0.032297938,-0.087833351
1,-0.016617526,-0.05713768
1,-0.006404124,-0.020150876
1,-0.032198969,-0.001419948
1,0.021795876,0.009417165
1,-0.031464948,-0.038984897
1,-0.025057732,-0.05525366
1,-0.03063299,-0.05809201
1,-0.018598969,-0.053201289
1,0.016586598,0.017570773
1,-0.016947423,-0.005108608
1,0.003684536,-0.016470464
1,0.010519588,0.009886237
1,-0.022245361,-0.050641082
1,-0.027210309,-0.058630258
1,-0.031962887,-0.03111067
1,-0.025279381,-0.041175619
1,-0.005393814,-0.015909639
1,-0.023598969,0.014059433
1,-0.029426804,-0.039713763
1,0.00137732,-0.058707165
1,0.053960825,0.033154278
1,-0.028071134,-0.053835928
